timestamp,userDataReadIops,userDataWriteIops,readLatencyMs,writeLatencyMs,cpuPercent,memoryPercent,label,iops_data_read_rolling_mean_5m,iops_data_read_rolling_std_5m,iops_data_read_pct_change_1h,iops_data_write_rolling_mean_5m,iops_data_write_rolling_std_5m,iops_data_write_pct_change_1h,read_latency_rolling_mean_5m,read_latency_rolling_std_5m,read_latency_pct_change_1h,write_latency_rolling_mean_5m,write_latency_rolling_std_5m,write_latency_pct_change_1h
2026-01-01 01:00:00,3938.2393261418733,2441.4177080042905,2.2252059799647332,3.1596337603978304,39.30156913850621,58.21275876632659,0,4019.0389685514965,144.6438237924219,-0.03929983685621763,2337.3336949633776,144.68114610470744,0.06230541758509056,2.1460596947276693,0.6936860491288204,0.02348642808817991,3.0779538159626236,0.47367119027333804,0.5721807853741265
2026-01-01 01:01:00,3998.0808808384236,2456.90244455367,1.7351959002152206,3.4523442014767953,41.3920222996893,57.95684554187005,0,4046.2829909032866,118.01526842634699,0.006475808695279417,2351.8269188439767,153.9141778463291,0.04363371444897113,2.0142124531855012,0.6973168335691442,-0.18978995505309948,3.170657451314452,0.49666693153859653,0.3962928942110284
2026-01-01 01:02:00,3815.102551990171,2554.6582903290832,1.626287877004782,3.0754706771013716,34.070572131032414,52.39781427086263,0,4015.51817827672,156.87449785531803,-0.07615146178982402,2429.5253495941665,133.45758225949558,0.1057137054159285,1.8285923625557345,0.6386361393695347,0.061725746633659595,3.251689820278569,0.42207603605640986,0.13633357347620678
2026-01-01 01:03:00,3798.303438730218,2689.7795760978393,2.280207316104353,3.310006787327477,30.144234904131753,57.68391636347917,0,3955.5578568422425,173.79865070592706,-0.11763634817318325,2469.3178472033387,178.39708232631224,0.11303644401219204,1.7605203937751248,0.54428565474323,-0.004185879902357192,3.3688868792224937,0.30367909557039285,0.07648292461643091
2026-01-01 01:04:00,4201.243468540521,2218.5415335519274,1.1348522600521243,3.208689181071726,38.93309761993137,64.80451214783791,0,3950.193933248242,163.38784009694817,0.06271228649006155,2472.259910507362,172.96271703498462,-0.13998956699375975,1.8003498666682425,0.47122064067342123,-0.095705464869971,3.2412289214750403,0.1453379311088408,-0.08638524228931665
2026-01-01 01:05:00,4311.198151328236,2416.0990089589855,1.1244456970638401,3.1272280723434127,35.59786181538365,62.97775739234703,0,4024.785698285514,228.66122372944287,0.09050098956822539,2467.196170698301,174.45558463382113,0.0576114374377561,1.5801978100880638,0.4801574372503993,-0.32784958494800054,3.2347477838641567,0.15051648949853724,-0.06568133697976208
2026-01-01 01:06:00,4026.77824081574,2383.257864822451,2.3167863720408586,3.55357795458234,42.7375183899332,64.05549648986778,0,4030.5251702809774,228.18300561539635,-0.0670515701582447,2452.4672547520577,178.60149608158588,-0.06550952282685563,1.6965159044531917,0.585895354235812,1.3157301824385699,3.2549945344852658,0.18899449508690558,0.47430714827578435
2026-01-01 01:07:00,4243.13521877359,2490.5196364112558,2.2438930087554487,3.078252726922135,42.168950793558245,53.982014619618354,0,4116.131703637661,206.41201012097306,0.0214691538778371,2439.6395239684916,171.59268648654376,0.09088390844643612,1.8200369308033248,0.6307725349090803,-0.19264480104646697,3.2555509444494186,0.18833678603970766,0.09385051735346606
2026-01-01 01:08:00,4116.022449046492,2458.5674620622217,2.068366327935755,4.142574286108853,40.06740009848351,53.90191158298076,0,4179.675505700916,110.9276833661707,0.05357651914242245,2393.3971011613685,105.91578381964732,0.0815345299676764,1.7776687331696053,0.5984211201781146,0.09772773961740855,3.422064444205694,0.44359165392361555,0.3635017209307758
2026-01-01 01:09:00,3915.9561046217887,2374.106096915195,1.5600432976384315,3.480265786406219,47.40787395277192,65.66717861087027,0,4122.618032917169,159.70658504745933,-0.047046375036609356,2424.5100138340217,49.57373219368839,-0.05910851854166266,1.8627069406868668,0.5075484402229774,-0.4940578454756367,3.476379765272592,0.4272592434711636,0.21310262042893724
2026-01-01 01:10:00,4118.562170353456,2361.6345012594356,2.3719148172910622,2.430229651130155,39.96886160568515,64.13137069933883,0,4084.090836722213,121.50826922278411,0.053807445546668387,2413.6171122941114,57.2702546117189,-0.0698057065478227,2.1122007647323118,0.3291841556283308,-0.012309162669162488,3.33698008102994,0.6335541889484231,-0.15185662255708365
2026-01-01 01:11:00,4355.211513649916,2261.0948919364255,2.340151446030238,2.911725145508509,32.70924578527052,58.70768619092176,0,4149.777491289048,164.09223231566241,0.11443326582295432,2389.1845177169066,90.10565140445891,-0.10572192167244454,2.116873779530187,0.3329586649709031,0.05220313661521381,3.208609519215174,0.6436411572046772,0.36149189376069213
2026-01-01 01:12:00,4041.778275882856,2577.5453275838845,2.042652257523727,3.198538799745334,38.881778791727925,64.26520134224539,0,4109.506102710902,160.11268249467645,-0.0019716323731482355,2406.589655951432,118.50359476427116,0.16977567302292496,2.0766256292838428,0.32585321544429285,0.19671265368327395,3.2326667337798134,0.6397871785253607,0.3197290594231972
2026-01-01 01:13:00,4363.229604960924,2499.061151518803,1.4113394793651142,3.0222484178560185,45.85483883427505,53.98501813873106,0,4158.947533893788,196.63110233375792,0.20566099433196183,2414.688393842748,124.19112818095391,0.07206503071224413,1.9452202595697148,0.44184891686184213,-0.04434208764234293,3.008601560129247,0.38814579699426927,0.07994137507750443
2026-01-01 01:14:00,3527.7273239758515,2568.671036545551,1.7873758271352467,3.3434367094860837,30.578726635197285,53.777659461012675,0,4081.3017777646005,340.5528457907762,-0.035318154643254496,2453.6013817688195,138.00939601942144,0.017469775862545278,1.9906867654690779,0.4022248806272414,-0.20964534137221547,2.98123574474522,0.3494751902977035,1.300444641104368
2026-01-01 01:15:00,4217.4503713799395,2385.28250183161,2.4189168387622213,3.3985083524169366,39.52981836475012,51.91269423742638,0,4101.079417969898,346.0842709990923,0.0842656721276136,2458.3309818832545,134.4285035042952,-0.009235004473007402,2.0000871697633094,0.41374622311103476,0.23147535435887812,3.1748914850025765,0.20707946528661025,0.023547772970287095
